name,era,url
Horacio Maspoli,Contemporary,https://www.cglib.org/category/20th-century/maspoli-horacio/
Alberto Mautino,Contemporary,https://www.cglib.org/category/20th-century/mautino-alberto/
Pedro Maza,Contemporary,https://www.cglib.org/category/20th-century/maza-pedro/
Carlo Mazza,Contemporary,https://www.cglib.org/category/20th-century/mazza-carlo/
Angelo Mazzola,Contemporary,https://www.cglib.org/category/20th-century/mazzola-angelo/
Enrique De Melchor,Contemporary,https://www.cglib.org/category/20th-century/melchor-enrique-de/
Miguel R Michelone,Contemporary,https://www.cglib.org/category/20th-century/michelone-miguel-r/
Juan Hidalgo Montoya,Contemporary,https://www.cglib.org/category/20th-century/montoya-juan-hidalgo/
Outubrino Domingos Moraes,Contemporary,https://www.cglib.org/category/20th-century/moraes-outubrino-domingos/
Justo Tomas Morales,Contemporary,https://www.cglib.org/category/20th-century/morales-justo-tomas/
Teófilo Morales,Contemporary,https://www.cglib.org/category/20th-century/morales-teofilo/
Trinidad Moreno Cruz,Contemporary,https://www.cglib.org/category/20th-century/moreno-cruz-trinidad/
Josefina P Morisoli,Contemporary,https://www.cglib.org/category/20th-century/morisoli-josefina-p-de/
Haukur Morthens,Contemporary,https://www.cglib.org/category/20th-century/morthens-haukur/
Ricardo Muñoz,Contemporary,https://www.cglib.org/category/20th-century/munoz-ricardo/
Giovanni Murtula,Contemporary,https://www.cglib.org/category/20th-century/murtula-giovanni/
Stanley Myers,Contemporary,https://www.cglib.org/category/20th-century/myers-stanley/
Ernesto Nazareth,Contemporary,https://www.cglib.org/category/20th-century/nazareth-ernesto/
Ulrik Neumann,Contemporary,https://www.cglib.org/category/20th-century/neumann-ulrik/
Armando Neves,Contemporary,https://www.cglib.org/category/20th-century/neves-armando/
Newman,Contemporary,https://www.cglib.org/category/20th-century/newman/
L Noceti,Contemporary,https://www.cglib.org/category/20th-century/noceti-l/
Paulinho Nogueira,Contemporary,https://www.cglib.org/category/20th-century/nogueira-paulinho/
Gustaf Nordqvist,Contemporary,https://www.cglib.org/category/20th-century/nordqvist-gustaf/
Alberto Obregon,Contemporary,https://www.cglib.org/category/20th-century/obregon-alberto/
Fred Oehler,Contemporary,https://www.cglib.org/category/20th-century/oehler-fred-o/
Vahdah Olcott-Bickford,Contemporary,https://www.cglib.org/category/20th-century/olcott-bickford-vahdah/
Bonfiglio de Oliveira,Contemporary,https://www.cglib.org/category/20th-century/oliveira-bonfiglio-de/
Federico Orsolino,Contemporary,https://www.cglib.org/category/20th-century/orsolino-federico/
Anibal Ortiz,Contemporary,https://www.cglib.org/category/20th-century/ortiz-anibal/
Julian Ortiz,Contemporary,https://www.cglib.org/category/20th-century/ortiz-julian/
Ernesto D Otamendi,Contemporary,https://www.cglib.org/category/20th-century/otamendi-ernesto-d/
Julio Martinez Oyanguren,Contemporary,https://www.cglib.org/category/20th-century/oyanguren-julio-martinez/
G Paganone,Contemporary,https://www.cglib.org/category/20th-century/paganone-g/
Ísólfur Pálsson,Contemporary,https://www.cglib.org/category/20th-century/palsson-isolfur/
Adolfo Paolinelli,Contemporary,https://www.cglib.org/category/20th-century/paolinelli-adolfo/
Carlos Pedrell,Contemporary,https://www.cglib.org/category/20th-century/pedrell-carlos/
Mariano Peralta,Contemporary,https://www.cglib.org/category/20th-century/peralta-mariano/
Joao Pernambuco,Contemporary,https://www.cglib.org/category/20th-century/pernambuco-joao/
W Peterson-Berger,Contemporary,https://www.cglib.org/category/20th-century/peterson-berger-w/
Diogo Piazza,Contemporary,https://www.cglib.org/category/20th-century/piazza-diogo/
Astor Piazzolla,Contemporary,https://www.cglib.org/category/20th-century/piazzolla-astor/
Emanuele Pignocchi,Contemporary,https://www.cglib.org/category/20th-century/pignocchi-emanuele/
Alfredo Viana Filho Pixinguinha,Contemporary,https://www.cglib.org/category/20th-century/pixinguinha-alfredo-viana-filho/
Manuel Maria Ponce,Contemporary,https://www.cglib.org/category/20th-century/ponce-manuel-maria/
Francis Poulenc,Contemporary,https://www.cglib.org/category/20th-century/poulenc-francis/
Baden Powell,Contemporary,https://www.cglib.org/category/20th-century/powell-baden/
Domingo Prat,Contemporary,https://www.cglib.org/category/20th-century/prat-domingo/
Costas Proakis,Contemporary,https://www.cglib.org/category/20th-century/proakis-costas/
Sergei Prokofiev,Contemporary,https://www.cglib.org/category/20th-century/prokofiev-sergei/
Julia Puigdengolas,Contemporary,https://www.cglib.org/category/20th-century/puigdengolas-julia/
Emilio Pujol,Contemporary,https://www.cglib.org/category/20th-century/pujol-emilio/
Pedro Quijano,Contemporary,https://www.cglib.org/category/20th-century/quijano-pedro/
Maurice Ravel,Contemporary,https://www.cglib.org/category/20th-century/ravel-maurice/
Pedro Tomás Rebagliati,Contemporary,https://www.cglib.org/category/20th-century/rebagliati-pedro-tomas/
Django Reinhardt,Contemporary,https://www.cglib.org/category/20th-century/reinhardt-django/
Henriette Renie,Contemporary,https://www.cglib.org/category/20th-century/renie-henriette/
Domingo Domiciano Rey Rosso,Contemporary,https://www.cglib.org/category/20th-century/rey-rosso-domingo-domiciano/
Josefina Robledo,Contemporary,https://www.cglib.org/category/20th-century/robledo-josefina/
José Carlos Rodrigues,Contemporary,https://www.cglib.org/category/20th-century/rodrigues-jose-carlos/
Juan Angel Rodriguez Vega,Contemporary,https://www.cglib.org/category/20th-century/rodriguez-vega-juan-angel/
Mathaus Romer,Contemporary,https://www.cglib.org/category/20th-century/romer-mathaus/
Oscar Rosati,Contemporary,https://www.cglib.org/category/20th-century/rosati-oscar/
George Rosey,Contemporary,https://www.cglib.org/category/20th-century/rosey-george/
Antonio Rubira,Contemporary,https://www.cglib.org/category/20th-century/rubira-antonio/
Antonio Ruiz-Pipo,Contemporary,https://www.cglib.org/category/20th-century/ruiz-pipo-antonio/
Josip Sabo,Contemporary,https://www.cglib.org/category/20th-century/sabo-josip/
Julio Salvador Sagreras,Contemporary,https://www.cglib.org/category/20th-century/sagreras-julio-salvador/
Regino Sainz de la Maza,Contemporary,https://www.cglib.org/category/20th-century/sainz-de-la-maza-regino/
Adolfo Sarcoli,Contemporary,https://www.cglib.org/category/20th-century/sarcoli-adolfo/
Manuel Sarrablo,Contemporary,https://www.cglib.org/category/20th-century/sarrablo-manuel/
Giacomo Sartori,Contemporary,https://www.cglib.org/category/20th-century/sartori-giacomo/
Erik Satie,Contemporary,https://www.cglib.org/category/20th-century/satie-erik/
Michelangelo Savini,Contemporary,https://www.cglib.org/category/20th-century/savini-michelangelo/
Alberto Savio,Contemporary,https://www.cglib.org/category/20th-century/savio-alberto/
Isaias Savio,Contemporary,https://www.cglib.org/category/20th-century/savio-isaias/
Otto Schick,Contemporary,https://www.cglib.org/category/20th-century/schick-otto/
Michael Schricke,Contemporary,https://www.cglib.org/category/20th-century/schricke-michael/
Alexander Scriabin,Contemporary,https://www.cglib.org/category/20th-century/scriabin-alexander/
Andrés Segovia,Contemporary,https://www.cglib.org/category/20th-century/segovia-andres/
Heinrich Seibt,Contemporary,https://www.cglib.org/category/20th-century/seibt-heinrich/
Alfredo Settembri,Contemporary,https://www.cglib.org/category/20th-century/settembri-alfredo/
Vissarion Shebalin,Contemporary,https://www.cglib.org/category/20th-century/shebalin-vissarion/
Dmitry Shostakovich,Contemporary,https://www.cglib.org/category/20th-century/shostakovich-dmitry/
Jean Sibelius,Contemporary,https://www.cglib.org/category/20th-century/sibelius-jean/
Antonio Sinópoli,Contemporary,https://www.cglib.org/category/20th-century/sinopoli-antonio/
José Sirera Prats,Contemporary,https://www.cglib.org/category/20th-century/sirera-prats-jose/
Vladimir Slavskij,Contemporary,https://www.cglib.org/category/20th-century/slavskij-vladimir/
Lille-Bror Söderlundh,Contemporary,https://www.cglib.org/category/20th-century/soderlundh-lille-bror/
Pedro Sofia,Contemporary,https://www.cglib.org/category/20th-century/sofia-pedro/
Williams Spencer,Contemporary,https://www.cglib.org/category/20th-century/spencer-williams/
Alejandro Spinardi,Contemporary,https://www.cglib.org/category/20th-century/spinardi-alejandro/
Victor A Stigliano,Contemporary,https://www.cglib.org/category/20th-century/stigliano-victor-a/
